Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
KRT,Karat Packaging Inc,20.39,-0.48,-0.023,20.7,20.75,20.36,23869,10/25/23
KRUS,Kura Sushi USA Inc Cl A,64.71,-1.19,-0.0181,65.42,66.73,63.96,77366,10/25/23
KRYS,Krystal Biotech Inc,114.91,-2.14,-0.0183,115.78,116.28,112.84,289032,10/25/23
KTB,Kontoor Brands Inc,47.52,0.02,0.0004,47.38,47.93,46.87,319173,10/25/23
KTOS,Kratos Defns,17.21,0.04,0.0023,17.2,17.53,17.1,1262384,10/25/23
KURA,Kura Oncology,7.67,-0.24,-0.0303,7.83,7.94,7.41,378657,10/25/23
KVHI,K V H Inds Inc,4.7,-0.01,-0.0021,4.73,4.8,4.65,74184,10/25/23
KW,Kennedy-Wilson Holdings Inc,13.01,-0.13,-0.0099,13.02,13.08,12.91,692058,10/25/23
KWR,Quaker Chemical Corp,139.87,-2.65,-0.0186,140.65,141.9,138.97,44898,10/25/23
KYMR,Kymera Therapeutics Inc,11.32,-1.19,-0.0951,12.34,12.34,11.32,513617,10/25/23
KZR,Kezar Life Sciences Inc,0.8553,-0.0229,-0.0261,0.89,0.89,0.82,290429,10/25/23
LADR,Ladder Capital Corp,9.15,-0.05,-0.0054,9.19,9.26,9.08,525398,10/25/23
LANC,Lancaster Colony Cor,166.59,2.79,0.017,162.74,166.74,161.79,115039,10/25/23
LAND,Gladstone Land Corp,13.72,-0.3,-0.0214,13.93,13.96,13.72,98757,10/25/23
LASR,Nlight Inc,8.28,-0.29,-0.0338,8.55,8.55,8.19,281285,10/25/23
LAUR,Laureate Education Inc,14.2,-0.03,-0.0021,14.16,14.4,14.16,641005,10/25/23
LAW,CS Disco Inc,5.69,-0.17,-0.029,5.81,5.81,5.61,171070,10/25/23
LAZR,Luminar Technologies Inc,3.37,-0.37,-0.0989,3.68,3.7,3.36,5124263,10/25/23
LAZY,Lazydays Holdings Inc,6.49,-0.05,-0.0076,6.39,6.7,6.11,132106,10/25/23
LBAI,Lakeland Bancorp Inc,11.03,0.12,0.011,10.84,11.03,10.65,543399,10/25/23
LBC,Luther Burbank Corp,8.04,0.04,0.005,7.81,8.07,7.73,36360,10/25/23
LBPH,Longboard Pharmaceuticals Inc,5.46,0.29,0.0561,5.33,5.64,5.24,22634,10/25/23
LBRT,Liberty Energy Inc,20.19,-0.35,-0.017,20.37,20.61,19.88,3079801,10/25/23
LC,Lendingclub Corp,5.18,-0.14,-0.0263,5.2,5.25,5.09,2462640,10/25/23
LCII,Lci Industries,106.57,-2.34,-0.0215,107.68,108.76,106.57,242876,10/25/23
LCNB,Lcnb Corp,13.51,0.08,0.006,13.31,13.81,13.29,13818,10/25/23
LCTX,Lineage Cell Therapeutics Inc,1.13,-0.05,-0.0424,1.18,1.19,1.12,332362,10/25/23
LE,Lands' End Inc,6.2,-0.62,-0.0909,6.69,6.89,6.09,156577,10/25/23
LEGH,Legacy Housing Corp,18.2,0.04,0.0022,18.06,18.25,17.94,33813,10/25/23
LESL,Leslie's Inc,4.71,-0.11,-0.0228,4.73,4.89,4.45,4477145,10/25/23
LEU,Centrus Energy Corp,52.72,-0.01,-0.0002,52.51,54.63,52.29,112120,10/25/23
LFST,Lifestance Health Group Inc,5.52,-0.13,-0.023,5.59,5.67,5.5,2011326,10/25/23
LGF.A,Lions Gate Entertainment Corp Cl A,7.5,-0.38,-0.0482,7.89,7.92,7.45,1068271,10/25/23
LGF.B,Lions Gate Entertainment Corp Cl B,7.05,-0.36,-0.0486,7.45,7.48,7.0,714524,10/25/23
LGIH,LGI Homes Inc,85.3,-2.91,-0.033,87.53,87.64,85.19,203861,10/25/23
LGND,Ligand Pharm,50.29,-1.6,-0.0308,51.5,52.22,49.75,122288,10/25/23
LICY,Li-Cycle Holdings Corp,1.42,0.35,0.3271,1.1,1.42,1.05,10426061,10/25/23
LILA,Liberty Latin America Cl A,6.77,-0.23,-0.0329,6.96,6.96,6.77,212343,10/25/23
LILAK,Liberty Latin America Cl C,6.8,-0.24,-0.0341,6.93,6.96,6.79,704464,10/25/23
LINC,Lincoln Educational,8.56,0.2,0.0239,8.39,8.6,8.29,110009,10/25/23
LIND,Lindblad Expd Holdings,6.3,-0.17,-0.0263,6.46,6.47,6.24,683552,10/25/23
LIVN,Livanova Plc OR Sh,47.65,-0.76,-0.0157,47.94,49.16,46.92,255424,10/25/23
LKFN,Lakeland Finl Corp,48.75,1.86,0.0397,48.08,49.22,46.49,120324,10/25/23
LLAP,Terran Orbital Corp,0.83,0.1467,0.2147,0.71,0.86,0.68,11981426,10/25/23
LMAT,Lemaitre Vascular,46.77,-2.75,-0.0555,49.06,49.06,46.67,215226,10/25/23
LMB,Limbach Holdings Inc,28.52,-0.44,-0.0152,28.7,29.25,28.31,91637,10/25/23
LMND,Lemonade Inc,11.15,-0.6,-0.0511,11.52,11.64,11.05,1288495,10/25/23
LMNR,Limoneira Company,14.34,0.22,0.0156,14.01,14.4,14.01,47366,10/25/23
LNN,Lindsay Corp,125.88,0.86,0.0069,124.2,126.79,124.2,130948,10/25/23
LNTH,Lantheus Holdings,66.38,-2.13,-0.0311,68.02,68.41,65.71,788735,10/25/23
LNW,Light & Wonder Inc,73.97,-4.04,-0.0518,77.55,78.96,73.65,1255299,10/25/23
LNZA,Lanzatech Global Inc,4.42,0.06,0.0138,4.29,4.67,4.26,294299,10/25/23
LOB,Live Oak Bancsh,26.99,-0.04,-0.0015,26.7,27.16,26.11,169003,10/25/23
LOCO,El Pollo Loco,8.23,-0.02,-0.0024,8.24,8.36,8.2,200772,10/25/23
LOVE,The Lovesac Company,14.45,-0.48,-0.0322,14.77,14.8,14.19,426871,10/25/23
LPG,Dorian Lpg Ltd,31.22,0.06,0.0019,31.16,31.5,31.0,684583,10/25/23
LPRO,Open Lending Corp Cl A,6.25,-0.25,-0.0385,6.41,6.41,6.06,423358,10/25/23
LPSN,Liveperson Inc,2.42,-0.18,-0.0692,2.55,2.57,2.34,2198977,10/25/23
LPTV,Loop Media Inc,0.43,0.031,0.0777,0.3988,0.487,0.3736,400014,10/25/23
LQDA,Liquidia Corp,6.27,-0.13,-0.0195,6.38,6.4,6.23,240477,10/25/23
LQDT,Liquidity Services,18.87,-0.16,-0.0084,18.91,18.94,18.52,55694,10/25/23
LRMR,Larimar Therapeutics Inc,2.94,0.09,0.0316,2.8,3.05,2.8,60761,10/25/23
LRN,Stride Inc,52.52,8.02,0.1802,50.56,54.35,50.28,5904958,10/25/23
LSEA,Landsea Homes Corp,7.0,-0.24,-0.0331,7.23,7.23,7.0,195043,10/25/23
LTC,Ltc Properties,31.22,-0.26,-0.0083,31.4,31.6,31.17,125313,10/25/23
LTH,Life Time Group Holdings Inc,12.12,-2.18,-0.1524,14.0,14.2,11.79,3399854,10/25/23
LTHM,Livent Corp,15.6,-0.31,-0.0195,15.54,15.95,15.35,3546864,10/25/23
LUMN,Lumen Technologies Inc,1.34,-0.03,-0.0219,1.35,1.38,1.34,6489630,10/25/23
LUNA,Luna Innovations Inc,5.8,-0.17,-0.0285,5.95,5.95,5.73,182874,10/25/23
LUNG,Pulmonx Corp,8.4,-0.43,-0.0487,8.58,8.73,8.27,266844,10/25/23
LVOX,Livevox Hldgs Inc,3.61,0.0,0.0,3.61,3.64,3.6,480928,10/25/23
LVWR,Livewire Group Inc,8.29,0.17,0.0209,7.92,8.59,7.92,39193,10/25/23
LWLG,Lightwave Logic Inc,4.72,-0.08,-0.0167,4.76,4.81,4.68,371285,10/25/23
LXFR,Luxfer Holdings Plc,8.64,-0.18,-0.0204,8.79,8.86,8.56,670481,10/25/23
LXP,Lxp Industrial Trust,7.9,-0.31,-0.0378,8.15,8.19,7.89,4681174,10/25/23
LXRX,Lexicon Pharmaceutcl,1.135,-0.055,-0.0462,1.17,1.18,1.12,1355474,10/25/23
LXU,Lsb Industries Inc,9.4,0.45,0.0503,8.91,9.44,8.86,544771,10/25/23
LYEL,Lyell Immunopharma Inc,1.56,-0.06,-0.037,1.62,1.64,1.555,574862,10/25/23
LYTS,L S I Industries,14.81,-0.05,-0.0034,14.74,14.89,14.53,141326,10/25/23
LZ,Legalzoom.com Inc,10.22,0.02,0.002,10.07,10.25,9.93,1457037,10/25/23
LZB,La-Z-Boy Inc,28.8,-0.25,-0.0086,28.83,28.98,28.61,176215,10/25/23
MAC,Macerich Company,9.91,-0.47,-0.0453,10.29,10.41,9.87,2653899,10/25/23
MACK,Merrimack Pharmaceuticals Inc,12.26,-0.02,-0.0016,12.22,12.4,12.22,24366,10/25/23
MARA,Marathon Digital Hldgs Inc,9.47,-0.29,-0.0297,9.7,10.08,9.28,53658156,10/25/23
MASS,908 Devices Inc,5.43,-0.09,-0.0163,5.55,6.0,5.3,216475,10/25/23
MATV,Mativ Holdings Inc,13.02,0.11,0.0085,12.78,13.19,12.66,235638,10/25/23
MATW,Matthews Intl Corp,35.59,-0.56,-0.0155,36.05,36.54,35.46,144758,10/25/23
MATX,Matson Inc,91.01,-2.44,-0.0261,93.31,93.46,90.34,182011,10/25/23
MAX,Mediaalpha Inc Cl A,9.6,0.12,0.0127,9.42,9.76,9.32,115297,10/25/23
MAXN,Maxeon Solar Tech Ltd,6.69,-0.63,-0.0861,7.2,7.22,6.64,2069941,10/25/23
MBC,Masterbrand Inc,10.98,-0.03,-0.0027,10.86,11.13,10.66,1115212,10/25/23
MBCN,Middlefield Banc,25.25,0.06,0.0024,24.76,25.35,24.65,7249,10/25/23
MBI,MBIA Inc,6.34,0.03,0.0048,6.31,6.43,6.3,252491,10/25/23
MBIN,Merchants Bancorp,26.41,0.03,0.0011,26.23,26.42,25.78,34986,10/25/23
MBUU,Malibu Boats Inc,47.31,-0.6,-0.0125,47.69,47.69,46.7,101312,10/25/23
MBWM,Mercantile Bank Corp,31.81,0.67,0.0215,30.88,32.18,30.72,38221,10/25/23
MC,Moelis,39.08,-1.34,-0.0332,39.9,40.4,38.58,833435,10/25/23
MCB,Metropolitan Bank Holding Corp,31.73,-0.89,-0.0273,32.08,32.08,30.72,99151,10/25/23
MCBC,Macatawa Bank Corp,8.34,-0.04,-0.0048,8.39,8.4,8.31,41065,10/25/23
MCBS,Metrocity Bankshares Inc,19.51,-0.21,-0.0106,19.69,19.97,19.51,11986,10/25/23
MCFT,Mastercraft Boat Holdings Inc,21.0,-0.5,-0.0233,21.42,21.42,20.86,171010,10/25/23
MCRB,Seres Therapeutics Inc,1.375,-0.16,-0.1042,1.55,1.55,1.37,1060932,10/25/23
MCRI,Monarch Casino,59.02,-0.74,-0.0124,59.2,60.33,58.99,103480,10/25/23
MCS,Marcus Corp,15.27,-0.1,-0.0065,15.38,15.45,15.18,141502,10/25/23
MCY,Mercury General Corp,30.11,0.45,0.0152,29.54,30.26,29.52,101879,10/25/23
MD,Pediatrix Medical Group Inc,11.86,-0.43,-0.035,12.18,12.22,11.83,482386,10/25/23
MDC,M.D.C. Holdings,37.02,-0.8,-0.0212,37.55,37.62,36.99,492924,10/25/23
MDGL,Madrigal Pharmaceuticals Inc,123.39,-3.03,-0.024,124.15,125.61,120.95,416446,10/25/23
MDRX,Veradigm Inc,13.02,-0.32,-0.024,13.2,13.4,12.84,681751,10/25/23
MDXG,Mimedx Group Inc,6.06,-0.17,-0.0273,6.14,6.23,6.05,316478,10/25/23
ME,23Andme Holding Co.,0.7701,-0.0076,-0.0098,0.7808,0.7808,0.6101,1972161,10/25/23
MEC,Mayville Engineering Company,11.5,-0.12,-0.0103,11.62,11.89,11.47,47677,10/25/23
MED,Medifast Inc,70.03,-1.26,-0.0177,70.72,71.31,69.53,141239,10/25/23
MEG,Montrose Environmental Group Inc,23.74,-1.46,-0.0579,24.97,24.99,23.48,198462,10/25/23
MEI,Methode Electronics,22.78,-0.46,-0.0198,22.96,23.08,22.59,226491,10/25/23
METCB,Ramaco Resources Inc Cl B,12.16,-0.36,-0.0288,12.56,12.64,12.0,26277,10/25/23
MFA,MFA Financial Inc,8.46,-0.23,-0.0265,8.61,8.68,8.42,980499,10/25/23
MG,Mistras Group Inc,5.33,0.09,0.0172,5.2,5.43,5.2,35551,10/25/23
MGEE,Mge Energy Inc,70.93,0.42,0.006,69.93,71.31,69.51,89036,10/25/23
MGNI,Magnite Inc,6.7,-0.43,-0.0603,7.07,7.08,6.67,1501214,10/25/23
MGNX,Macrogenics,4.96,0.0,0.0,4.91,4.99,4.76,387403,10/25/23
MGPI,MGP Ingredients Inc,95.75,-0.56,-0.0058,95.36,97.26,95.36,102403,10/25/23
MGRC,Mcgrath Rentcorp,97.06,-0.51,-0.0052,97.57,97.73,95.71,113215,10/25/23
MGTX,Meiragtx Holdings Plc,4.0,0.4,0.1111,3.58,4.08,3.49,208782,10/25/23
MGY,Magnolia Oil & Gas Corp,22.59,0.19,0.0085,22.33,22.67,22.25,1952761,10/25/23
MHLD,Maiden Holdings Ltd,1.59,0.01,0.0063,1.56,1.6347,1.56,86626,10/25/23
MHO,M/I Homes,80.03,2.28,0.0293,78.45,81.04,77.76,562385,10/25/23
MIR,Mirion Technologies Inc,6.91,-0.12,-0.0171,6.94,6.99,6.89,811850,10/25/23
MIRM,Mirum Pharmaceuticals Inc,27.49,-1.4,-0.0485,28.66,28.66,27.26,273844,10/25/23
MITK,Mitek Systems Inc,10.49,0.73,0.0753,9.71,10.64,9.59,1613063,10/25/23
